======================================================================
         RELATÓRIO DE REORDENAÇÃO DE HREFLANG (SEO INTERNACIONAL)     
======================================================================

Total de arquivos com ordem corrigida: 1331
Total de arquivos já corretos/intactos: 201

Detalhamento por arquivo modificado:
----------------------------------------------------------------------
[REORDENADO] .\geradordir.html | Nova ordem: pt-br, x-default
[REORDENADO] ar\index.html | Nova ordem: ar, pt-br, en, es, fr, de, it, ja, zh, hi, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ar\johns.html | Nova ordem: ar, pt-br, en, es, fr, de, it, ja, zh, hi, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ar\jouvet.html | Nova ordem: ar, pt-br, en, es, fr, de, it, ja, zh, hi, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ar\katz.html | Nova ordem: ar, pt-br, en, es, fr, de, it, ja, zh, hi, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ar\lachs.html | Nova ordem: ar, pt-br, en, es, fr, de, it, ja, zh, hi, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ar\lanss.html | Nova ordem: ar, pt-br, en, es, fr, de, it, ja, zh, hi, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ar\lawton.html | Nova ordem: ar, pt-br, en, es, fr, de, it, ja, zh, hi, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ar\manchester.html | Nova ordem: ar, pt-br, es, fr, it, ja, zh, hi, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ar\mapa-do-site.html | Nova ordem: ar, pt-br, en, es, fr, de, ja, zh, hi, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ar\medicamentos.html | Nova ordem: ar, pt-br, en, es, fr, de, it, ja, zh, hi, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ar\meem.html | Nova ordem: ar, pt-br, en, es, fr, de, it, ja, zh, hi, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ar\meows.html | Nova ordem: ar, pt-br, en, es, fr, de, it, ja, zh, hi, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ar\missao.html | Nova ordem: ar, pt-br, en, es, fr, de, ja, zh, hi, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ar\morse.html | Nova ordem: ar, pt-br, en, es, fr, de, it, ja, zh, hi, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ar\news.html | Nova ordem: ar, pt-br, en, es, fr, de, it, ja, zh, hi, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ar\nihss.html | Nova ordem: ar, pt-br, en, es, fr, de, it, ja, zh, hi, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ar\nips.html | Nova ordem: ar, pt-br, en, es, fr, de, it, ja, zh, hi, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ar\norton.html | Nova ordem: ar, pt-br, en, es, fr, de, it, ja, zh, hi, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ar\nossocompromisso.html | Nova ordem: ar, pt-br, en, es, fr, de, ja, zh, hi, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ar\objetivo.html | Nova ordem: ar, pt-br, en, es, fr, de, ja, zh, hi, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ar\ofras.html | Nova ordem: ar, pt-br, en, es, fr, de, it, ja, zh, hi, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ar\painad.html | Nova ordem: ar, pt-br, en, es, fr, de, it, ja, zh, hi, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ar\pelod.html | Nova ordem: ar, pt-br, en, es, fr, de, it, ja, zh, hi, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ar\pews.html | Nova ordem: ar, pt-br, en, es, fr, de, it, ja, zh, hi, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ar\politicadeacessibilidade.html | Nova ordem: ar, pt-br, en, es, fr, de, zh, hi, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ar\prism.html | Nova ordem: ar, pt-br, en, es, fr, de, it, ja, zh, hi, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ar\qsofa.html | Nova ordem: ar, pt-br, en, es, fr, de, it, ja, zh, hi, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ar\ramsay.html | Nova ordem: ar, pt-br, es, ja, zh, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ar\rancholosamigos.html | Nova ordem: ar, pt-br, en, es, fr, de, it, ja, zh, hi, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ar\richmond.html | Nova ordem: ar, pt-br, en, es, fr, de, it, ja, zh, hi, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ar\saps.html | Nova ordem: ar, pt-br, en, es, fr, de, it, ja, zh, hi, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ar\silverman.html | Nova ordem: ar, pt-br, en, es, fr, de, it, ja, zh, hi, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ar\sofa.html | Nova ordem: ar, pt-br, en, es, fr, de, it, ja, zh, hi, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ar\tecnologiaverde.html | Nova ordem: ar, pt-br, en, es, fr, de, ja, zh, hi, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ar\termos.html | Nova ordem: ar, pt-br, en, es, fr, de, ja, zh, hi, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ar\tinetti.html | Nova ordem: ar, pt-br, en, es, fr, de, it, ja, zh, hi, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ar\waterlow.html | Nova ordem: ar, pt-br, en, es, fr, de, it, ja, zh, hi, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ar\zarit.html | Nova ordem: ar, pt-br, en, es, fr, de, it, ja, zh, hi, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\aldrete.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\apache.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\apgar.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\asa.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\balancohidrico.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\ballard.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\barthel.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\berg.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\bishop.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\bps.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\braden.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\cam.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\capurro.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\cincinnati.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\cornell.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\cries.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\curb-65.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\downes.html | Nova ordem: ja, pt-br, en, es, fr, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\downton.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\elpo.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\escalanumerica.html | Nova ordem: ja, pt-br, es, fr, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\fale.html | Nova ordem: ja, pt-br, en, es, fr, de, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\fast.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\flacc.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\four.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\fugulin.html | Nova ordem: ja, pt-br, en, es, fr, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\gds.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\gestacional.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\glasgow.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\gosnell.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\gotejamento.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\hamilton.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\humpty.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\imc.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\impactodigital.html | Nova ordem: ja, pt-br, en, es, fr, de, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\index.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\johns.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\jouvet.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\katz.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\lachs.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\lanss.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\lawton.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\manchester.html | Nova ordem: ja, pt-br, es, fr, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\mapa-do-site.html | Nova ordem: ja, pt-br, en, es, fr, de, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\medicamentos.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\meem.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\meows.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\missao.html | Nova ordem: ja, pt-br, en, es, fr, de, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\morse.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\news.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\nihss.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\nips.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\norton.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\nossocompromisso.html | Nova ordem: ja, pt-br, en, es, fr, de, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\objetivo.html | Nova ordem: ja, pt-br, en, es, fr, de, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\ofras.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\painad.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\pelod.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\perroca.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\pews.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\prism.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\qsofa.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\ramsay.html | Nova ordem: ja, pt-br, es, zh, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\rancholosamigos.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\richmond.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\saps.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\silverman.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\sofa.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\tecnologiaverde.html | Nova ordem: ja, pt-br, en, es, fr, de, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\termos.html | Nova ordem: ja, pt-br, en, es, fr, de, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\tinetti.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\waterlow.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ja\zarit.html | Nova ordem: ja, pt-br, en, es, fr, de, it, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\aldrete.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\apache.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\apgar.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\asa.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\balancohidrico.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\ballard.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\barthel.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\berg.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\bishop.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\bps.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\braden.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\cam.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\capurro.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\cincinnati.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\cornell.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\cries.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\curb-65.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\diagnosticosnanda.html | Nova ordem: ru, pt-br, en, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\downes.html | Nova ordem: ru, pt-br, en, es, fr, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\downton.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\elpo.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\escalanumerica.html | Nova ordem: ru, pt-br, es, fr, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\fale.html | Nova ordem: ru, pt-br, en, es, fr, de, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\fast.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\flacc.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\four.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\fugulin.html | Nova ordem: ru, pt-br, en, es, fr, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\gds.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\gestacional.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\glasgow.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\gosnell.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\gotejamento.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\hamilton.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\humpty.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\imc.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\impactodigital.html | Nova ordem: ru, pt-br, en, es, fr, de, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\index.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\johns.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\jouvet.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\katz.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\lachs.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\lanss.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\lawton.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\manchester.html | Nova ordem: ru, pt-br, es, fr, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\mapa-do-site.html | Nova ordem: ru, pt-br, en, es, fr, de, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\medicamentos.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\meem.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\meows.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\missao.html | Nova ordem: ru, pt-br, en, es, fr, de, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\morse.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\news.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\nihss.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\nips.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\norton.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\nossocompromisso.html | Nova ordem: ru, pt-br, en, es, fr, de, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\objetivo.html | Nova ordem: ru, pt-br, en, es, fr, de, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\ofras.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\painad.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
